,id_jogo,Jogadora,#,set_1,set_2,set_3,set_4,set_5,Pontos_Tot,BP,V-P,Saques_Tot,Saques_Err,Saques_Ace,Rec_Tot,Rec_Err,Rec_%Pos,Rec_%_Exc.,At_Tot,At_Err,At_Blk,At_Exc.,% Exc. ,Block_Pts
3443,584,NAYRA CABRAL  NAYRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3444,584,FERNANDA TOMÉ,,2,2,2,,,6,3,1,7,1,-,23,1,70%,26%,15,1,2,3,20%,3
3445,584,ASSIS FLAVIA,,,,6,,,2,1,2,1,-,-,-,-,.,.,1,-,-,-,0%,2
3446,584,DAYSE FIGUEIREDO,,4,4,5,,,7,2,6,7,-,1,12,-,75%,42%,9,-,1,4,44%,2
3447,584,ANDRESSA KRACHEFSKI (L),,*,*,*,,,-,-,-1,-,-,-,20,1,55%,35%,-,-,-,-,.,-
3448,584,LETICIA  SCHERER,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3449,584,ANA FLAVIA GALVÃO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3450,584,SONALY   CIDRÃO ,,5,5,4,,,8,2,5,7,-,-,2,-,50%,50%,24,1,2,8,33%,-
3451,584,MARIA ALEJANDRA VERHELEST,,1,1,1,,,3,2,2,9,1,1,-,-,.,.,2,-,-,1,50%,1
3452,584,PAULINA  DE SOUZA (L),,,*,,,,-,-,-,-,-,-,1,-,0%,0%,-,-,-,-,.,-
3453,584,KISY  CESARIO,,*,*,,,,-,-,-1,2,1,-,1,-,100%,100%,-,-,-,-,.,-
3454,584,MARIA EDUARDA OLIVEIRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3455,583,MARA  LEÃO,1,2,2,2,2,*,13,2,12,10,1,-,-,-,.,.,24,-,-,12,50%,1
3456,583,CAROLINE  GATTAZ,2,5,5,5,5,5,15,5,11,13,3,1,-,-,.,.,20,1,-,12,60%,2
3457,583,MACRIS  CARNEIRO,3,6,6,6,6,6,5,2,2,18,2,1,-,-,.,.,9,1,-,4,44%,-
3458,583,DE PAULA MARIA CECILIA,4,,,,*,,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-
3459,583,EMILIANO LUANNA (L),5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3460,583,MARIA LUISA DE OIVEIRA,7,1,1,1,1,1,15,5,9,17,2,3,22,1,50%,27%,28,1,2,11,39%,1
3461,583,BRUNA  HONORIO,9,3,3,3,3,3,20,9,1,21,6,5,-,-,.,.,40,6,7,14,35%,1
3462,583,GUIMARAES GABRIELA,10,4,4,4,4,4,14,5,4,21,1,1,7,-,86%,57%,41,3,6,12,29%,1
3463,583,ZILIO PEREIRA NATÁLIA ,12,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3464,583,KUDIESS LAURA,14,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3465,583,GEORGIA CATTANI,15,*,*,,*,,-,-,-,6,-,-,2,-,100%,0%,-,-,-,-,.,-
3466,583,MAYANY  SOUZA,18,,*,,*,2,2,2,-1,2,1,-,-,-,.,.,4,1,1,1,25%,1
3467,583,LEIA  SILVA (L),19,*,*,*,*,*,1,-,1,-,-,-,61,-,75%,36%,1,-,-,1,100%,-
3468,583,BRUNA  COSTA,20,*,*,,,,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
3469,583,CLAUDINO FABIANA,,5,5,5,6,5,12,3,9,15,-,-,1,1,0%,0%,16,2,-,9,56%,3
3470,583,ANJO EDNEIA,,*,,,*,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
3471,583,LLOYD CARLI ELLEN,,6,6,6,1,6,3,2,-,15,1,-,1,1,0%,0%,7,1,-,-,0%,3
3472,583,ELLEN  BRAGA,,,*,,*,,1,-,-,1,1,-,-,-,.,.,1,-,-,1,100%,-
3473,583,BORGO PAULÇA,,,,*,4,3,11,4,9,7,2,-,-,-,.,.,16,-,-,10,63%,1
3474,583,MONTIBELLER ROSAMARIA,,4,4,4,5,4,20,9,9,16,3,-,22,4,45%,23%,27,2,2,16,59%,4
3475,583,MICHELLE PAVAO,,1,1,1,2,1,7,3,2,26,1,1,13,1,62%,31%,24,1,2,5,21%,1
3476,583,NICOLE  FAWCETT,,3,3,3,,,10,2,2,9,3,-,1,-,100%,100%,27,3,2,10,37%,-
3477,583,LAIS  VASQUEZ (L),,*,,,*,,-,-,-,-,-,-,3,-,0%,0%,-,-,-,-,.,-
3478,583,ANANDA  MARINHO,,,*,,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
3479,583,ANA CAROLINA SILVA ,,2,2,2,3,2,10,4,6,15,3,-,-,-,.,.,14,-,1,6,43%,4
3480,583,FERNANDA  GARAY,,*,,*,,*,-,-,-2,-,-,-,4,2,50%,0%,1,-,-,-,0%,-
3481,583,SUELEN  PINTO (L),,*,*,*,*,*,-,-,-2,-,-,-,47,2,62%,28%,-,-,-,-,.,-
3482,583,SILVA GABRIELA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3483,583,COSTA BRUNA CAIXETA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3484,581,MAYHARA SILVA ,2,,,3,,,4,3,2,9,1,1,-,-,.,.,3,-,1,1,33%,2
3485,581,NATIELE GONCALVES ,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3486,581,KOSHELEVA TATYANA,5,5,1,5,,,14,4,11,10,-,1,13,-,31%,8%,27,2,1,13,48%,-
3487,581,BARRETO JUCYELE,6,3,5,6,,,9,4,4,13,1,-,-,-,.,.,11,2,2,4,36%,5
3488,581,CAROLINA LEITE ,7,,*,,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
3489,581,LAGE VITORIA (L),9,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3490,581,GABRIELLA SOUZA  (L),11,,*,*,,,-,-,-,-,-,-,5,-,60%,40%,-,-,-,-,.,-
3491,581,ROBERTA RATZKE,12,1,3,1,,,-,-,-3,12,3,-,-,-,.,.,1,-,-,-,0%,-
3492,581,KASIELY  CLEMENTE,13,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3493,581,MONIQUE  PAVAO,15,4,6,4,,,8,4,1,7,1,-,4,-,100%,25%,25,4,2,6,24%,2
3494,581,YONKAIRA   ISABEL,16,,*,*,,,2,1,1,2,1,-,-,-,.,.,5,-,-,2,40%,-
3495,581,DRUSSYLA COSTA ,17,2,4,2,,,11,7,6,11,2,1,31,1,58%,45%,22,2,-,10,45%,-
3496,581,MIKAELLA COSTA,18,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3497,581,LINDA JESSICA COSTA,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3498,581,ANA BEATRIZ  CORREA,20,6,2,,,,9,4,9,9,-,2,-,-,.,.,7,-,-,6,86%,1
3499,581,NOGUEIRA JULIANA,,4,5,*,,,4,2,-1,6,-,-,16,1,38%,13%,13,1,3,4,31%,-
3500,581,FLORIANO SABRINA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3501,581,ARIELE FERREIRA ,,,2,2,,,7,2,1,8,1,-,20,1,70%,40%,16,2,2,7,44%,-
3502,581,PRISCILA  HELDES,,6,1,1,,,2,1,1,11,1,1,-,-,.,.,1,-,-,1,100%,-
3503,581,LOFF RAQUEL,,,,*,,,1,1,1,-,-,-,-,-,.,.,-,-,-,-,.,1
3504,581,IVNA COLOMBO IVNA,,3,4,4,,,9,1,2,11,-,-,2,1,50%,0%,37,4,2,8,22%,1
3505,581,MOHR PAULA,,1,*,5,,,5,2,-3,6,-,-,22,2,55%,27%,15,4,2,4,27%,1
3506,581,ARIANE HELENA,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
3507,581,OLIVEIRA PAMELA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3508,581,ADRIANI  VILVERT ,,5,6,6,,,3,-,2,7,1,-,-,-,.,.,6,-,-,3,50%,-
3509,581,GUTH ANA PÁULA ,,2,3,3,,,5,3,4,6,-,-,-,-,.,.,6,-,1,2,33%,3
3510,581,PAPINI  SILVANA  (L),,*,*,*,,,-,-,-,-,-,-,5,-,60%,20%,-,-,-,-,.,-
3511,585,ROBERTA SILVA ROBERTA,1,1,6,1,6,6,9,5,3,11,1,1,1,1,0%,0%,13,1,3,6,46%,2
3512,585,FRANCINE TOMAZONI,2,*,*,*,*,*,3,3,2,8,-,2,-,-,.,.,2,1,-,1,50%,-
3513,585,LORENA VIEZEL,4,,,,,*,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
3514,585,DANIELSKI  NATALIA ,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3515,585,LORRAYNA MARYS,7,,,*,,,1,-,1,-,-,-,-,-,.,.,3,-,-,1,33%,-
3516,585,PAYNE  KELSIE ,8,*,*,,,*,1,-,-1,-,-,-,-,-,.,.,3,2,-,1,33%,-
3517,585,LYARA BATISTA,9,2,1,2,1,1,2,-,-2,12,1,-,-,-,.,.,7,3,-,1,14%,1
3518,585,MARI CASSEMIRO,10,6,5,6,5,5,16,8,9,15,2,1,31,-,74%,39%,41,1,4,11,27%,4
3519,585,CLARISSE PEIXOTO,11,3,2,3,2,2,8,5,-6,9,1,-,20,4,70%,40%,33,5,4,5,15%,3
3520,585,ÁLVAREZ  HERRERA ,12,5,4,5,4,4,12,4,5,10,-,-,-,-,.,.,42,3,4,11,26%,1
3521,585,LETICIA HEMELLY (L),13,,,,*,,-,-,-,-,-,-,1,-,100%,100%,-,-,-,-,.,-
3522,585,JULIANA PERDIGÃO (L),14,*,*,*,*,*,-,-,-3,-,-,-,26,2,73%,42%,1,1,-,-,0%,-
3523,585,CAMILA BARBOSA,15,4,3,4,3,3,12,7,4,15,2,1,2,-,100%,50%,26,4,2,7,27%,4
3524,585,PIETRA JUKOSKI PIETRA,16,*,*,*,*,,2,-,2,5,-,-,1,-,0%,0%,-,-,-,-,.,2
3525,585,NAIANE RIOS ,,*,*,*,,,-,-,-2,8,1,-,-,-,.,.,3,1,-,-,0%,-
3526,585,SANTOS LARA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3527,585,GLAYCE VASCONCELOS ,,,*,,,,2,2,2,1,-,-,1,-,100%,0%,4,-,-,1,25%,1
3528,585,GABRIELA CANDIDO,,5,6,5,5,5,17,9,11,17,-,3,40,3,55%,33%,29,1,2,9,31%,5
3529,585,SARAELEN LIMA,,6,1,6,6,6,7,5,3,11,1,3,5,-,100%,40%,18,1,2,1,6%,3
3530,585,EDINARA BRANCHER,,4,5,4,4,,8,1,2,7,1,1,-,-,.,.,24,2,3,7,29%,-
3531,585,TIFANNY ABREU ,,2,3,*,*,4,12,7,3,6,-,1,4,1,0%,0%,33,4,4,10,30%,1
3532,585,ANDRESSA  PICUSSA ,,3,4,3,3,3,11,3,5,13,3,1,-,-,.,.,11,2,1,7,64%,3
3533,585,JOSEFA FABIOLA ALVES,,1,2,1,1,1,2,2,-1,12,-,-,-,-,.,.,4,1,2,-,0%,2
3534,585,VANESSA JANKE,,,,,,*,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
3535,585,JULIA DIAS ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3536,585,YOANA PALACIO,,*,*,2,2,2,9,3,3,9,-,-,13,-,54%,23%,26,3,3,7,27%,2
3537,585,TASSIA  STHAEL (L),,*,*,*,*,*,-,-,-,-,-,-,13,-,92%,54%,-,-,-,-,.,-
3538,585,ARLENE XAVIER,,,*,*,*,,-,-,-1,5,1,-,1,-,0%,0%,1,-,-,-,0%,-
3539,587,ROBERTA SILVA ROBERTA,1,1,6,4,2,,10,7,5,17,2,1,1,-,100%,0%,8,2,1,2,25%,7
3540,587,FRANCINE TOMAZONI,2,*,*,,*,,-,-,-2,6,2,-,-,-,.,.,-,-,-,-,.,-
3541,587,AMANDA  RODRIGUES,3,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3542,587,LORENA VIEZEL,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3543,587,LORRAYNA MARYS,7,,*,,*,,4,1,4,-,-,-,-,-,.,.,7,-,-,4,57%,-
3544,587,PAYNE  KELSIE ,8,*,,*,*,,3,1,2,-,-,-,-,-,.,.,4,1,-,2,50%,1
3545,587,LYARA BATISTA,9,2,1,2,6,,5,4,1,20,3,4,-,-,.,.,3,1,-,1,33%,-
3546,587,MARI CASSEMIRO,10,6,5,6,4,,6,2,-1,12,1,1,23,2,83%,43%,16,1,3,2,13%,3
3547,587,CLARISSE PEIXOTO,11,3,2,3,1,,11,2,3,16,-,1,26,2,81%,46%,21,3,3,6,29%,4
3548,587,ÁLVAREZ  HERRERA ,12,5,4,5,3,,20,4,14,5,-,-,-,-,.,.,39,4,2,18,46%,2
3549,587,LETICIA HEMELLY (L),13,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3550,587,JULIANA PERDIGÃO (L),14,*,*,*,*,,-,-,-2,-,-,-,14,2,57%,43%,-,-,-,-,.,-
3551,587,CAMILA BARBOSA,15,4,3,1,5,,17,6,16,17,1,2,-,-,.,.,16,-,-,11,69%,4
3552,587,PIETRA JUKOSKI PIETRA,16,*,*,,,,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-
3553,587,FERREIRA LAIZA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3554,587,NOGUEIRA JULIANA,,3,4,5,4,,6,5,-3,11,-,2,26,2,69%,19%,36,2,5,3,8%,1
3555,587, SABRINA,,,,*,*,,1,1,-1,1,-,-,3,1,33%,33%,1,1,-,-,0%,1
3556,587,ARIELE FERREIRA ,,6,1,,*,,3,-,-1,2,-,-,18,4,28%,6%,7,-,-,3,43%,-
3557,587,PRISCILA  HELDES,,5,6,1,6,,2,2,-2,13,-,1,-,-,.,.,4,2,2,-,0%,1
3558,587,LOFF RAQUEL,,,*,*,5,,3,2,3,4,-,1,1,-,100%,0%,5,-,-,1,20%,1
3559,587,IVNA COLOMBO IVNA,,2,3,4,3,,10,3,-7,12,-,-,2,-,0%,0%,42,8,9,8,19%,2
3560,587,MOHR PAULA,,,*,2,1,,6,3,-2,7,1,1,21,2,57%,19%,17,1,4,4,24%,1
3561,587,ARIANE HELENA,,*,*,3,2,,4,1,1,9,2,1,1,-,100%,0%,7,-,1,3,43%,-
3562,587,PAMELA PAMELA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3563,587,ADRIANI  VILVERT ,,4,5,6,,,3,1,2,6,-,-,-,-,.,.,11,1,-,3,27%,-
3564,587,GUTH ANA PÁULA ,,1,2,,,,4,1,-2,4,2,-,-,-,.,.,12,4,-,2,17%,2
3565,587,PAPINI  SILVANA  (L),,*,*,*,*,,-,-,-1,-,-,-,17,1,59%,24%,-,-,-,-,.,-
3566,588,NAIANE RIOS ,3,*,,*,1,,2,2,2,6,-,1,-,-,.,.,-,-,-,-,.,1
3567,588,SANTOS LARA,4,,,,*,,1,1,-,4,-,1,-,-,.,.,1,-,1,-,0%,-
3568,588,GLAYCE VASCONCELOS ,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3569,588,GABRIELA CANDIDO,6,5,5,5,5,,19,5,10,15,3,1,27,1,41%,11%,40,2,3,16,40%,2
3570,588,EDINARA BRANCHER,9,,,*,4,,6,2,5,2,-,-,-,-,.,.,15,-,1,5,33%,1
3571,588,TIFANNY ABREU ,10,4,4,4,*,,12,2,4,8,1,-,1,-,100%,0%,33,5,2,11,33%,1
3572,588,VALQUIRIA DULLIUS,11,6,6,6,6,,5,2,2,9,-,1,-,-,.,.,7,2,1,3,43%,1
3573,588,ANDRESSA  PICUSSA ,12,3,3,3,3,,7,2,2,11,2,-,-,-,.,.,13,2,1,4,31%,3
3574,588,DIOUF VALENTINA,13,*,,,*,,1,-,-2,1,1,-,-,-,.,.,5,1,1,1,20%,-
3575,588,JOSEFA FABIOLA ALVES,14,1,1,1,*,,1,1,-,11,1,1,2,-,0%,0%,-,-,-,-,.,-
3576,588,JULIA DIAS  (L),17,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3577,588,YOANA PALACIO,18,2,2,2,2,,10,5,1,14,1,-,39,4,41%,5%,26,4,-,7,27%,3
3578,588,TASSIA  STHAEL (L),19,*,*,*,*,,-,-,-1,-,-,-,23,1,74%,13%,-,-,-,-,.,-
3579,588,ARLENE XAVIER,20,,*,*,,,-,-,-1,5,1,-,2,-,50%,50%,-,-,-,-,.,-
3580,588,LARA NOBRE,,6,1,6,6,,9,4,4,15,2,-,-,-,.,.,12,1,2,6,50%,3
3581,588,PAMELA SANABIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3582,588,MARCELLA AMARAL,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3583,588,PRISCILA DAROIT,,5,6,5,5,,10,5,-2,12,1,1,13,3,23%,0%,39,5,3,7,18%,2
3584,588,LARISSA GONGRA,,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
3585,588,SILVA JOYCE,,4,5,4,4,,17,8,11,20,-,2,-,-,.,.,35,2,4,13,37%,2
3586,588,ARIANNE TOLENTINO,,,,*,*,,3,2,3,3,-,1,-,-,.,.,4,-,-,2,50%,-
3587,588,VIVIAN  JORGE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3588,588,THAIS SOUZA,,2,3,2,2,,7,3,-1,18,-,-,35,1,14%,3%,23,4,3,6,26%,1
3589,588,CAROL WON HELD,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3590,588,CARLA SANTOS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3591,588,DUTRA GABRIELA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3592,588,GIOVANNA FANT,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3593,588,STEPHANY CARVALHO (L),,*,*,*,*,,-,-,-1,-,-,-,28,1,29%,7%,-,-,-,-,.,-
3594,588,LETICIA HAGE,,3,4,3,3,,17,8,16,9,-,1,-,-,.,.,20,1,-,14,70%,2
3595,588,JULIANA CARRIJO,,1,2,1,1,,2,1,2,17,-,1,-,-,.,.,2,-,-,1,50%,-
3596,588,JULIA MOURA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3597,589,DIANA DUARTE,2,5,6,1,,,5,1,2,6,-,-,-,-,.,.,11,2,1,4,36%,1
3598,589,SEGOVIA DAYANA,3,*,*,,,,1,-,1,-,-,-,-,-,.,.,6,-,-,-,0%,1
3599,589,KARINA  BARBOSA,4,,,*,,,1,-,-,-,-,-,1,1,0%,0%,1,-,-,1,100%,-
3600,589,MORAES ANA PAULA,5,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
3601,589,FERNANDA ISIS DA SILVA,6,2,3,4,,,10,3,8,8,-,-,-,-,.,.,10,-,2,6,60%,4
3602,589,FERNANDA TOMÉ,8,1,2,3,,,10,5,4,9,1,-,33,1,64%,48%,26,1,3,8,31%,2
3603,589,ASSIS FLAVIA,9,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3604,589,DAYSE FIGUEIREDO,10,4,5,6,,,5,3,-3,8,-,1,16,2,63%,38%,14,1,5,2,14%,2
3605,589,ANDRESSA KRACHEFSKI (L),11,*,*,*,,,-,-,-1,-,-,-,18,1,72%,67%,-,-,-,-,.,-
3606,589,LIA ,12,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3607,589,SONALY   CIDRÃO ,14,3,4,5,,,8,-,3,5,1,-,1,-,0%,0%,26,2,2,8,31%,-
3608,589,MARIA ALEJANDRA VERHELEST,15,6,1,2,,,2,1,2,8,-,1,-,-,.,.,2,-,-,1,50%,-
3609,589,PAULINA  DE SOUZA,17,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3610,589,KISY  CESARIO,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3611,589,MILKA MARCILIA ,,2,2,2,,,10,5,8,16,1,2,-,-,.,.,6,-,1,4,67%,4
3612,589,NATALIA ARAUJO  (L),,*,*,*,,,-,-,-,-,-,-,8,-,50%,50%,-,-,-,-,.,-
3613,589,DANIELLE LINS ,,6,6,6,,,3,2,2,10,1,1,1,-,100%,100%,1,-,-,1,100%,1
3614,589,MAIRA  CIPRIANO CLARO ,,,,*,,,1,-,1,-,-,-,1,-,0%,0%,2,-,-,1,50%,-
3615,589,JACKELINE  SANTOS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3616,589,THAISA  DAHER DE MENEZES,,5,5,5,,,17,10,15,12,-,2,1,-,100%,100%,16,-,2,9,56%,6
3617,589,LAYS  FREITAS,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
3618,589,VIVIAN  PELLEGRINO,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
3619,589,TAINARA SANTOS ,,*,*,*,,,2,-,1,1,-,-,2,-,50%,50%,4,-,1,1,25%,1
3620,589,AMANDA  FRANCISCO,,1,1,1,,,10,6,6,6,1,-,15,1,60%,53%,22,-,2,10,45%,-
3621,589,SARA SILVA,,*,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3622,589,JUMA   SILVA,,*,*,*,,,2,2,2,2,-,1,-,-,.,.,2,-,-,1,50%,-
3623,589,SKOWRONSKA KATARZYNA,,3,3,3,,,15,7,12,13,-,-,-,-,.,.,34,1,2,14,41%,1
3624,589,RODRIGUEZ ELINA,,4,4,4,,,2,-,-3,11,-,-,17,1,53%,35%,15,2,2,2,13%,-
3625,590,WALEWSKA  OLIVEIRA,1,2,1,2,,,6,1,4,16,1,-,-,-,.,.,12,-,1,5,42%,1
3626,590,ALBUQUERQUE CAROLINA,2,,*,*,,,2,2,2,4,-,2,-,-,.,.,-,-,-,-,.,-
3627,590,PEQUENO PAULA,4,1,6,,,,5,3,3,4,-,-,6,-,67%,33%,8,1,1,4,50%,1
3628,590,ANGELA LEYVA ANGELA,5,4,3,4,,,19,11,11,15,3,3,7,-,86%,43%,29,1,4,16,55%,-
3629,590,ERICA  MOTA,6,*,*,,,,-,-,-,-,-,-,4,-,75%,25%,-,-,-,-,.,-
3630,590,DOMINGAS  ARAUJO ,7,,*,,,,-,-,-3,-,-,-,-,-,.,.,3,2,1,-,0%,-
3631,590,CLAUDIA  BUENO,8,3,2,3,,,2,2,1,15,-,2,-,-,.,.,2,1,-,-,0%,-
3632,590,VIVIANE BRAUN,9,,*,1,,,6,4,4,3,1,-,15,-,60%,40%,8,1,-,4,50%,2
3633,590,LORENNE  TEIXEIRA,11,6,5,6,,,9,2,5,6,1,-,-,-,.,.,20,2,1,9,45%,-
3634,590,COSTA MARIANA,12,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3635,590,NATALIA MARTINS NATALIA,13,5,4,,,,4,1,4,6,-,-,-,-,.,.,7,-,-,4,57%,-
3636,590,CRUZ NATASHA,15,,*,5,,,2,2,2,4,-,-,-,-,.,.,6,-,-,2,33%,-
3637,590,MAYARA SANTANA,16,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3638,590,CAMILA  BRAIT (L),18,*,*,*,,,-,-,-1,-,-,-,15,1,80%,67%,-,-,-,-,.,-
3639,590,KELLEN MARQUES ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3640,590,DANIELA TERRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3641,590,SILVA NATÁLIA  (L),,*,*,*,,,-,-,-1,-,-,-,12,1,25%,25%,-,-,-,-,.,-
3642,590,ALESSANDRA SANTOS,,5,6,5,,,9,3,5,11,1,-,17,-,76%,29%,24,3,-,8,33%,1
3643,590,FERNANDA CAMPOS FERNANDA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3644,590,RENATA COLOMBO,,4,5,4,,,9,-,2,8,3,-,-,-,.,.,27,1,3,9,33%,-
3645,590,BARRETO  MARIANA ,,,*,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
3646,590,FERNANDES DA SILVA  NATÁLIA ,,2,3,2,,,8,4,-5,10,5,-,37,6,41%,11%,18,1,1,7,39%,1
3647,590,ANGELICA MALINVERNO,,6,1,6,,,3,2,2,5,1,-,-,-,.,.,4,-,-,2,50%,1
3648,590,EMILCE SOSA EMILCE,,3,4,3,,,6,-,5,10,-,-,-,-,.,.,7,1,-,1,14%,5
3649,590,JULIA SILVA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3650,590,DIANA MAXIMILIANO  DIANA,,1,2,1,,,5,3,4,12,-,1,1,-,0%,0%,5,1,-,4,80%,-
3651,590,EMILLY DA SILVA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3652,591,BENTO  ELIS ,1,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3653,591,TALIA  COSTA,2,*,*,,,,1,1,1,-,-,-,-,-,.,.,1,-,-,-,0%,1
3654,591,MARIANA  AQUINO,4,3,3,3,,,4,3,2,14,2,-,-,-,.,.,10,-,-,2,20%,2
3655,591,ANA  CAMARGO (L),5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3656,591,ANA CRISTINA VILELA PORTO ,6,1,1,1,,,1,1,-,14,-,1,-,-,.,.,3,-,1,-,0%,-
3657,591,VALESKA  MENEZES,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3658,591,SIQUEIRA  ALINE WIME,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3659,591,VIVIANE  GOES,10,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3660,591,LAZCANO JULIETA,11,6,6,6,,,8,1,7,7,-,-,-,-,.,.,14,1,-,8,57%,-
3661,591,SABRINA  MACHADO,12,4,4,4,,,21,7,11,8,2,3,-,-,.,.,39,4,4,17,44%,1
3662,591,GALON MARIANA,14,*,*,,,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
3663,591,PRISCILA SOUZA,16,5,5,5,,,11,4,9,8,-,1,19,1,42%,32%,20,-,1,8,40%,2
3664,591,ISABELA PAQUIARDI,17,2,2,2,,,7,2,-1,15,2,-,38,2,50%,24%,19,2,2,6,32%,1
3665,591,JULIANA PAES JULIANA (L),18,*,*,*,,,-,-,-1,-,-,-,17,1,47%,18%,-,-,-,-,.,-
3666,591,MARA  LEÃO,,4,3,4,,,17,6,16,11,-,1,-,-,.,.,16,-,1,12,75%,4
3667,591,CAROLINE  GATTAZ,,1,6,1,,,9,2,7,12,2,-,1,-,100%,0%,9,-,-,7,78%,2
3668,591,MACRIS  CARNEIRO,,2,1,2,,,2,1,-1,14,3,1,-,-,.,.,2,-,-,1,50%,-
3669,591,LANA  CONCEIÇÃO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
3670,591,MARIA LUISA DE OIVEIRA,,*,*,,,,1,-,1,-,-,-,-,-,.,.,2,-,-,1,50%,-
